Feature_1,Feature_2,Feature_3,Feature_4,Target
0.248220586,-0.4593609,-0.849844369,0.830335817,2
0.071566237,-0.477657447,0.478979826,0.333662105,2
-0.510016399,-0.269874935,-0.978763716,-0.44429326,2
0.756988617,-0.922165324,0.86960592,1.355637859,2
1.876795813,-0.773789199,-1.244654703,-1.778720249,2
0.654365656,-0.055584671,0.279968626,-1.125489047,2
0.129221182,0.109394795,0.725766624,0.481009232,0
-0.790474455,0.471468357,1.882024496,1.345420046,0
-0.511215676,-0.98960482,-0.12578692,0.055724912,2
-1.69246463,1.529550319,-0.158007899,-0.42688107,0
-1.654856672,0.823170584,0.073317967,-1.2899609,0
-0.335784699,1.669021525,-0.259591351,-1.503142953,1
-0.27272357,-2.696886643,-0.054294867,-0.23093453,2
1.848956095,1.12656503,-0.268888691,-1.106525909,2
0.059218434,0.013929292,-0.024125087,0.198084761,2
-0.573662007,-0.546858941,-0.03275327,-0.543424771,0
0.106430228,-0.254977217,1.503992989,-2.650969808,2
1.246085192,-2.073390232,-0.342687594,-0.371440866,0
-0.777816688,-1.110575845,1.752270443,0.935678393,2
0.721672064,-1.129051771,-0.524520266,0.489374561,0
0.71299843,-0.240325398,-0.374820808,0.710959968,2
-0.360966166,1.159329803,-1.081063328,0.615935607,2
-0.309546439,0.326133022,-1.251113576,0.924027019,2
-0.522723021,1.049009226,-0.704343691,-1.408461296,0
0.606009951,-1.280429352,1.754794182,-2.081929408,2
0.211017467,-0.096713112,-0.544919087,0.399136114,2
1.103301882,0.114227649,0.150301761,-0.363612212,0
0.307801769,-1.710168393,-1.348185422,0.743264094,2
-0.183983336,0.018433933,0.347581705,-0.53975968,0
0.195845255,-0.978372778,0.408252756,-1.702583604,2
0.472597482,0.256029734,0.982690984,1.665474444,2
-1.840874231,-1.279576967,-0.624818578,0.02609105,2
-0.725743813,0.186766764,-0.755382932,-0.611517803,0
-0.923233246,-1.351684606,-0.975873253,1.053641797,2
2.632382065,0.493317901,0.184836124,-0.85835778,2
-0.575637826,0.122009815,2.560084538,-0.0960599,0
-0.703176425,-0.03498849,1.770800636,-0.626967058,2
0.707751935,-0.562466776,0.632407739,0.97255445,2
-1.57022472,-0.727137176,-0.247518636,-0.074433429,2
0.177701001,-1.335344359,0.380197851,0.610585745,2
1.080780726,0.833922155,0.459180079,-0.070165711,0
0.429618219,0.207687687,0.271578837,-1.276748576,0
1.053152853,-0.039555154,0.681500697,0.028318376,0
0.938283806,-0.516044728,0.096120777,-0.462275289,0
-0.309172123,0.222133772,-0.478748622,1.255756126,0
-0.186871644,-0.439731058,1.446977884,0.196554777,2
-1.485560373,0.267050266,0.889630796,0.082283989,2
-0.51728845,1.40934744,2.298898124,-0.36283856,0
1.453384477,1.579572146,-0.522860027,-0.420186817,1
-1.344450511,-0.918651946,-1.004140767,-0.767797565,2
0.234214733,1.550500493,-0.998354041,0.984322398,1
-0.04946371,0.674819492,-1.122722022,0.382409746,2
0.492451264,0.289168644,2.45530014,-0.637739984,0
-0.623140526,-0.555477119,-0.637387127,1.189016531,2
-0.570746294,-0.832355573,0.471415556,-0.552223044,2
0.202923021,-1.515744115,1.547505201,1.795877673,0
-0.38770156,0.285865391,0.33445679,0.658544273,2
-0.176947227,-0.798297245,-1.379319228,-0.73093004,2
1.794557864,-0.517611299,0.223787952,-0.016422896,2
2.526932426,-0.530868773,-0.489439443,1.044160877,2
1.846707326,0.583928185,-0.359292091,0.590654831,2
0.820482181,0.507274031,1.06667469,1.16929559,2
0.648709888,-0.16711808,0.146713686,1.206508967,0
0.368673309,-0.393338812,0.028744823,1.278451863,2
0.046436548,-1.359856141,0.746253566,0.645484181,2
-0.307778235,0.219150328,0.249383684,1.57745328,0
0.279021526,0.60789651,0.186609123,-0.446433615,0
1.07363175,-1.026515299,0.132969674,-0.700120815,2
-1.523186905,-0.558921847,0.377211875,1.565524029,0
-0.555199527,1.881157069,-1.4480139,-2.198805957,1
-0.502054224,-1.021232817,0.708356447,0.243800714,0
-1.280304399,0.872457328,0.650201178,-0.099175864,2
-1.070084766,-1.525525171,-0.69190807,-0.045586016,2
-0.241236058,0.352055397,-1.251539424,1.443764604,2
1.117295832,0.342725346,0.456753219,0.56976728,2
0.64272276,1.32915253,0.19652117,0.709003758,1
1.440117215,-0.676392302,1.800940433,-0.040157951,0
0.128104415,-0.681051657,0.840643549,-0.652623979,0
-1.889540731,-0.452306319,-2.423879327,-1.583902823,2
0.785800159,0.425457562,-0.966976143,-0.047711356,2
-1.158364689,1.503398302,0.877362291,-0.220964174,0
0.208382808,-2.041734868,-0.247177383,-0.681984248,2
-0.281100293,1.797686527,0.640842861,-0.57117899,1
1.399355437,0.924633683,0.05963037,-0.646936778,2
0.393485385,0.89519322,0.635171802,1.049552715,0
1.317394066,0.197599605,2.075260873,-0.689187818,2
0.197910783,-0.651418004,-0.483885834,-0.320347308,2
0.522835488,-0.573700004,-0.024354592,2.142270359,2
0.43632367,0.038003478,0.120031327,0.613517973,0
-0.257376537,-1.668584074,0.399223123,0.64719594,2
1.573986763,-1.225765663,-1.46437488,0.224451819,2
1.683927691,-0.458884263,1.078680833,-0.03850847,0
0.883659937,0.652322878,-1.576392157,1.47654035,2
-0.625562702,0.395803533,0.494030186,0.260673766,0
-0.671623368,-0.025554071,1.172729019,0.543600155,0
0.771698711,-2.848542621,1.1487657,-1.739713779,2
-1.119669895,-1.294681476,1.160826787,-0.467701201,2
-0.046920579,0.477040827,0.076821891,-1.282992224,2
-0.493756583,-1.556581899,-0.428115161,1.500759791,2
-0.348652134,-0.349257704,-0.321635051,2.076747984,2
0.430041647,1.030283454,0.238789159,-0.259042146,0
-0.071601259,-0.037222237,0.727629544,0.051945886,2
-0.08071658,0.07863519,-1.998200685,0.916327675,2
0.99801011,-2.896255378,2.088374705,-0.139589628,2
-1.039905927,0.612773905,-1.053415563,-0.623768961,2
-0.190682401,0.217432873,0.870067731,0.495681888,0
0.364961002,2.403415585,-0.057618797,0.201099047,1
1.105525933,1.187030306,0.638730222,-1.143004913,2
-1.146345393,0.302635465,-0.75427585,-0.064138347,2
0.321357215,0.421920754,1.613711269,0.453534302,0
0.964087168,1.189470489,-1.227607815,0.59740007,1
-0.297563503,1.375706813,-0.150055587,0.125576453,1
0.015579048,-1.096275087,-1.440050883,1.594505063,2
-0.991392349,-2.153390114,-0.638961748,-1.323089793,2
1.009817089,-0.688150345,2.252435805,0.981765487,0
-2.499405715,2.290942573,-1.389572467,-1.645398747,1
2.439752406,1.384272819,0.56390912,0.594754342,1
0.75892859,0.281191424,0.104201104,-0.062593128,0
-0.280675077,-1.692956814,-0.098339627,-0.988591107,0
0.179894151,1.392002286,0.918316606,-1.570500604,0
0.940771188,-0.982487394,-0.22463315,0.550052099,0
0.105375506,-1.334025495,-0.601367644,0.319781934,0
0.440474738,-0.019637799,0.552489954,0.223914134,2
0.125224503,-0.429405541,0.122297503,0.543298029,2
0.040591691,-0.701991688,-0.662900918,-1.402605272,2
-1.243863235,-0.692905198,-0.718407266,0.894924377,2
1.247742073,-0.673490624,0.278994162,-0.835347053,2
-1.187598419,0.30982071,0.633776881,0.413799097,0
-0.1298207,0.043811472,-0.147002002,0.963879117,2
-0.557491785,-1.36980298,-0.088282048,2.579709338,2
1.639116805,1.677700814,-0.553588242,0.568983079,1
-0.379127741,-0.20358036,-0.581680914,-1.014756731,2
-1.223940267,0.034083468,-0.769973231,0.233785912,0
0.330880232,0.833528962,-1.993735643,0.37405657,2
-1.209641019,1.672572387,0.419019009,-0.705011856,0
0.558326913,0.076005391,0.538755992,-0.920673593,0
-1.413714497,-0.111226061,-0.903907641,-0.735529943,2
1.091310121,0.609138121,-1.092312765,-0.31640845,2
0.141716914,2.31932954,0.393317839,0.192049116,1
0.133540905,-0.152469836,0.708108677,0.956702317,0
-1.331232954,-1.836205373,0.507991327,-1.103366606,0
0.388578605,2.492999517,-0.006070912,0.838490774,1
-0.098889653,0.919076483,-0.290274544,0.267392314,2
-0.668090454,0.99204235,-0.174959757,-0.755745159,2
-0.898467982,0.028181157,-0.009118997,1.085895566,2
-0.025026959,0.817766299,1.390207549,0.557810306,0
-1.311836232,-1.065113663,-0.305224704,-0.609512202,2
0.056649925,0.529692754,-0.070498778,0.486501644,2
-1.975466566,-0.939335394,-0.144087556,-1.209694743,2
1.530750832,1.218761852,-0.213442871,1.490726137,1
-0.337085971,-0.613402664,-0.302469686,-0.388176819,2
0.160573981,0.00304602,0.43693817,1.190646275,2
-1.484897968,-2.553921135,0.934319911,-1.366878698,2
-1.170113026,-1.801980438,0.541462728,0.75915516,0
-2.591042292,-0.546244448,0.391804005,-1.478911569,2
-0.015309849,0.5792915,0.119580368,-0.973068941,2
-0.158529573,-0.02730454,-0.933267959,-0.443282251,2
-0.17294606,1.71170848,-1.371901143,-1.613561398,2
-0.209323677,-0.669072739,1.039904687,-0.60561554,2
0.677925871,-0.487911408,2.157308213,-0.605714923,0
0.29929258,1.301741289,1.561511197,0.032004149,0
0.459972143,-0.67771537,2.013387248,0.136535331,0
0.184680306,-1.34712629,-0.971614039,1.200413908,2
-1.046910983,0.536652753,1.185704155,0.718953311,0
-0.756795089,-1.421810667,1.501333652,-0.322679839,0
1.328194142,0.556230009,0.455887772,2.165002345,0
0.927840128,0.057013125,0.268592279,1.528468426,2
0.538296079,1.072507337,-0.36495273,-0.839209667,0
-1.966356589,2.05620713,-1.103208366,-0.221253624,1
0.307406698,0.815737213,0.860473488,-0.583077439,0
0.28257995,-0.248691126,1.607345576,0.490974952,0
0.662881269,1.173473857,0.181021559,-1.296831948,1
-0.651356894,-0.528616682,0.586364019,1.238283071,0
0.308833013,1.702214945,0.240753179,2.601683114,1
-1.760762759,0.753341621,0.381158385,1.289752754,2
-0.138455984,-1.224298236,-0.209023257,-0.850520454,2
0.588578404,1.669904504,0.39467153,-1.195883062,1
1.196631487,-0.609782904,-0.134017167,0.014688195,0
0.648280434,-0.120948149,0.419532444,-0.887492178,0
0.722381358,-0.372833152,1.726963851,-0.399636186,0
0.932590832,-1.418365733,-1.760808812,-1.525656315,2
-0.551858146,2.558199286,-0.564247599,0.184551303,1
2.006092888,2.061503577,1.208366231,1.024062526,1
0.778361076,-0.551185716,-0.818198883,-0.003374457,2
-0.453228049,0.696387447,0.955305209,0.088406886,2
-1.141689114,-0.193659459,-0.716822321,-1.866536617,2
-0.121747508,1.513449743,0.630811685,-1.024186824,2
1.221033696,0.582097703,-0.226484099,-0.959439237,0
1.08874862,1.884586306,1.543243528,-0.488849422,0
0.140886247,-1.768439366,0.323167714,-0.147602586,2
-1.594703067,0.513600107,-0.53270084,-1.169916836,0
-0.027514905,1.772251597,1.661259215,-0.457096257,0
0.468774256,-0.998385439,0.3017919,0.766080278,2
-0.100154076,-0.20367375,-0.877982587,-0.826880354,2
0.367365507,0.913584626,-0.803178951,1.492688569,1
-0.021367294,-0.747211679,-2.42424026,0.884045396,2
-0.281327557,0.066990717,0.515939218,-1.562545857,0
0.79426468,-1.254289423,0.293557932,-1.356581805,2
-0.035641482,-1.615131816,1.164739354,-0.734591577,0
0.200569197,1.148637349,-1.015821819,0.06167985,1
0.693105607,0.176441555,-0.367027839,-0.827590221,2
-1.072139012,-2.921350483,0.436559804,0.903934841,0
-1.009730705,0.619154261,2.05749547,0.020793708,0
-0.182896441,1.374876419,-0.645964179,-0.799192007,1
-0.953328608,0.122670316,1.624678458,0.323079273,0
-0.291811269,-1.563190809,0.883109777,-0.077837197,0
3.193107568,0.298752908,-0.75179105,-0.426357596,2
0.113270411,-1.438277978,0.919228935,-0.668144086,2
1.080048066,-0.447321896,1.281016362,0.067855511,2
0.484732817,-0.846356655,-0.643549832,1.029960818,2
-0.403648463,-0.955122579,0.423599066,2.062524919,0
0.024219457,1.412220555,-0.079641391,0.452371796,0
0.428307097,-0.187144265,0.985729996,1.187386052,2
0.579633173,0.325796317,0.194384302,-0.353166293,2
-0.29540141,0.168460976,1.317597536,-1.006542565,2
1.317115067,-0.118068527,-2.121854899,-0.607821987,2
-0.022868062,-0.999302232,-0.504774921,0.840620027,2
-0.238932099,-0.366824412,-0.391758149,-0.922410184,2
-0.322320469,1.217158521,1.521316052,0.998310898,0
0.40373009,-0.024195606,-0.903701861,0.324359282,0
1.187679388,-0.464617297,0.201159656,0.283287872,2
0.586693801,-0.474903657,0.871297297,-1.34597968,0
1.938928999,-1.000331325,-0.677744971,0.51390785,2
0.350630099,0.48918713,0.634721469,1.109699842,0
-0.241257655,0.672573701,1.899881935,-0.132633746,0
1.107080669,-0.120381164,-2.172669546,0.847421677,2
-0.090533282,0.331980331,0.19049968,0.709451817,0
0.513105798,-0.259546678,0.738810481,0.615367484,0
1.085982116,-0.535963445,0.808057798,0.367287313,2
-0.223465982,-0.349316796,-0.019419606,-0.303179783,2
-1.616310608,-1.053682419,-1.067802922,0.950307592,2
-0.104449219,-0.168821723,0.070052163,1.161878303,0
0.238368983,0.97519763,0.50109417,0.189581617,2
-2.703232293,0.67787532,-0.654075683,-1.830632897,2
1.373658545,-0.137448515,0.952874547,1.612278258,2
1.639964529,0.742127491,0.075433639,-1.601965812,0
-0.843246595,2.170942717,-0.175885812,0.123204807,1
0.043602446,1.69505104,-0.622649362,0.194607455,1
-1.320022511,-0.611769091,-0.037036797,-0.429302225,0
-1.406317464,-0.083105573,-1.504720374,0.760055964,2
-1.457551499,-0.309209077,-0.752156406,0.31917451,2
-1.87517247,0.115026079,-0.160132796,0.671340076,2
-0.751969332,-0.319053936,-0.796025857,1.076007139,2
1.901190686,-0.060660814,-0.708406767,-1.513714393,0
-1.584135943,0.267126651,0.508725023,-1.581190702,2
-0.483061052,0.146793012,1.612220628,0.896839316,0
-0.891192225,-2.151815401,-0.719153319,-0.211130239,2
-0.131256967,0.076851883,-0.224855982,-0.650002581,2
0.44194065,-1.090399077,1.41093238,-0.098588132,0
0.708214423,0.233216131,0.953136634,0.287124165,0
0.361503525,-1.143726207,0.108559706,-0.033229991,2
-0.128537511,-1.881849045,-0.548724908,0.092844901,2
-1.027675141,1.265707841,-0.866174848,0.969457201,1
-0.64622731,1.775310893,-1.193636832,0.919154174,1
-0.670620209,1.3924653,-0.250046515,0.288693629,1
-0.134308741,0.810808273,0.793488721,-1.748531973,2
-1.662491988,1.032546204,1.126705137,-1.09096643,0
-1.105704668,-0.21492103,-0.308034284,0.779660532,2
1.395683811,-0.562168027,-0.209221874,-1.683438192,0
0.964851633,1.615582824,-1.234348872,-0.592464259,1
0.280161159,-0.80960352,0.424061044,-0.473839347,2
0.546284248,0.00642227,-0.436385891,-0.109609804,2
-0.37001103,-0.258796063,1.598647171,0.560919448,0
0.696954405,-0.33381949,1.173124638,0.369642192,0
0.447716926,-1.570876152,-1.126767469,-1.193925006,2
1.732514999,2.231300146,0.638051101,0.500844475,0
-0.5426738,-0.787783752,-0.620847598,-0.168143819,2
-1.97929981,0.747910256,-1.072743026,0.239246864,2
-0.919384592,-2.530287523,-0.286004222,1.100959635,2
-1.229549594,0.496699223,-0.465310457,-0.105948354,2
-1.502970328,0.253739661,0.467693172,1.085786325,0
0.30805054,-0.391648567,0.269126941,-0.343192275,2
-0.369610336,0.377100394,-0.029262814,1.126050251,2
-1.773032468,1.261921501,-0.905732301,-0.653766339,1
1.374438093,-2.135674214,3.137748534,1.056056809,0
-0.054894001,0.285554075,0.521122428,0.645215586,2
0.089580681,-0.19733842,-0.151273284,-0.19490828,2
0.593556722,-2.940388635,0.655900777,0.194736195,2
-0.388518453,1.12411272,0.947526462,-0.772877668,0
-0.971656735,-1.379618165,-0.626717225,0.862393472,2
0.51308542,0.725095787,0.516178287,-0.641481595,0
0.800409525,0.75429133,1.188913371,0.708303847,0
1.070150238,-0.026521259,-0.881874651,-0.163066964,2
-0.675178275,-0.144518671,-0.792419921,-0.30796153,0
0.213293707,0.001205475,-0.817088631,0.659245668,2
-1.607559864,-0.762724779,-0.76914235,-0.939903101,2
-0.193826139,-0.264514841,-2.003862364,0.63541803,2
0.05993263,0.277376938,1.360658596,-1.308820399,0
0.183849545,1.800511182,1.238946353,0.209659415,0
0.807122597,-0.9735462,0.476357769,0.505470159,2
2.759660039,0.392415967,-0.508963626,-0.025574312,0
-0.694713131,-0.409282438,-0.524088398,0.152354872,0
1.121030667,0.000207065,-0.009300321,-0.327894717,2
0.825098265,-0.867130216,-0.658116489,-0.303726029,0
-0.81925786,-0.476220874,0.874389181,0.262561329,0
0.850897962,-0.137371788,0.39046485,-0.103221753,2
-0.582758658,-2.438817158,-0.134279162,1.422748136,2
0.965397485,1.236130722,0.088657591,0.197315707,0
-0.316072856,0.61577115,1.203884437,-0.139446276,0
0.000527959,0.601206749,-1.443854816,-2.296180953,1
-1.220712426,-0.508140198,-0.147780319,-0.453248409,2
0.326744765,0.30047436,0.622207144,-1.138833118,2
-0.075764287,0.670480617,-1.071857233,-1.553758766,2
0.376409526,-0.902051554,-0.869663081,1.125434784,2
1.642672953,-0.900620735,0.638391926,-0.328618476,2
-0.544114002,-0.162792906,0.040919175,-1.002187456,2
-0.513213566,-0.228599915,-0.994349375,-2.562333659,2
2.412615422,0.784604288,-0.01926038,-0.262890829,1
0.547119115,-1.180812815,1.114321695,0.715381315,2
0.438475739,0.019616658,0.672861236,0.591814134,0
-0.573601773,0.101856295,1.549020151,-1.239107076,0
0.164760841,0.050887702,0.173341664,0.243953198,0
1.489863439,-1.600903978,-0.828497025,-0.10325476,0
-0.175854404,1.661470166,0.020886488,0.230700906,0
-0.616361408,-0.37519638,-0.317715097,1.281643795,2
-1.111457957,0.246504778,0.498221748,1.140149039,2
-1.015094192,-0.810857511,-1.257577859,-0.234019859,2
0.987334517,-0.075951024,-0.319847523,0.151757992,0
2.089538722,-1.607661027,0.184740579,2.023606219,2
-0.190039035,-0.357445423,-0.180391682,1.372848475,0
1.533433701,-1.423957152,-0.266652329,-0.42924442,2
-1.598124352,0.462172666,2.024309623,-1.363174005,0
-0.661982178,0.425887206,0.019147777,-0.641486909,2
1.80434811,-0.190903792,0.719757942,-1.293272958,0
0.472406278,1.484116029,0.355613349,-0.313058031,1
-1.250407734,0.604515326,0.882333062,-0.452090333,0
0.26587823,-0.436719736,-0.066132615,2.099721789,2
-0.358340152,-0.647541806,0.744191971,-0.181224173,0
1.321304032,1.419603005,-0.600423566,-1.866539951,1
-0.684629826,0.790625599,-1.970103818,0.892597338,1
0.730764119,0.014273068,-0.953939419,-0.407036313,2
0.105894453,0.58441298,1.976440585,-1.564241612,0
0.104355938,-0.898784048,-1.330313626,-0.189120391,2
-0.12754912,1.51115493,-1.45117569,-0.012088948,1
0.363631883,0.88688739,-0.420761794,-2.604213857,2
0.436738552,0.404294755,1.235782192,-1.07105368,0
1.192507512,-1.778587584,0.319651826,-0.504179831,2
0.347676484,-0.487228564,-0.675708079,0.034152417,0
-1.085825129,0.679373283,-1.148794035,0.666312501,2
-1.725806729,-0.677564652,1.194109403,-0.981165531,0
0.462060893,0.783390509,-0.251538886,-0.597510195,2
1.738899664,0.978858051,0.085318143,-0.808265722,0
0.522514105,0.418398221,1.401598593,0.650450093,0
1.051947618,-0.998060627,-0.383971272,0.250200206,2
3.109918556,0.606723059,-0.183196619,0.534505648,2
-0.320667626,1.795211356,0.230070759,0.497743089,1
0.421586611,0.8389405,-0.617253187,-0.558301754,1
0.439501231,0.778936504,0.457772866,1.674492433,0
0.668741656,-1.091700876,-0.387099702,0.695537758,2
-0.293966948,-0.071599252,-1.517873747,-0.357029201,2
0.575205016,0.500665721,0.049773687,0.007063159,0
0.69882842,0.420972944,0.492018848,-0.526034843,0
1.097152712,-0.478837456,-0.862775764,0.693478912,2
1.059936384,0.61700595,0.683569323,-1.365955711,2
0.261250531,-0.369277139,0.143388467,-1.776235233,2
-1.029371508,-1.352670286,-1.522359186,1.112688375,2
1.53372771,-0.535801463,-1.707357958,-1.11652444,2
-0.155898178,-0.548287296,0.160018226,0.501782736,2
1.44849923,-0.359768646,-1.326047686,-0.413465161,2
-0.963758926,-0.957150915,0.343787882,-0.048652352,2
-0.758495335,-0.230400714,-0.924233144,0.890198411,2
-1.846187862,-0.92951086,-1.496529255,-0.650023934,2
-1.44964522,-0.921859813,-1.003957372,0.207267329,2
-0.721737553,0.176820872,-0.546680085,-0.27165511,2
1.340461052,-1.299581237,0.829732418,0.811396554,0
0.818777644,1.537931918,-1.122544806,-0.917502821,1
0.271495311,0.551476275,0.340589216,0.390695921,0
1.047317707,1.169589992,-0.229390744,-0.04347695,0
0.514254756,0.572057442,-0.062191017,1.12435336,0
0.564605926,-1.019664339,-0.023552151,-0.174354258,2
-0.369526929,-0.131472596,0.826047171,-0.436764237,0
1.749583904,1.381454079,-1.292262695,0.689707805,1
0.263487215,0.294224129,-0.2344078,-0.783765666,0
-0.916191915,-0.831822208,-0.06717829,-0.715759989,2
1.487246155,-0.580053241,0.239404501,0.49968511,2
0.075955268,0.742682418,0.482248953,-1.237662422,2
0.887290837,-0.763286104,0.037937835,0.683328993,2
1.072978048,2.363872495,-0.785986033,-1.381044603,1
0.721562505,-0.230866374,1.453260663,-1.3386058,0
-0.605860821,1.719377906,1.992515353,-0.766656588,0
0.859587887,-0.38713065,-0.045411218,0.025388421,0
